PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,
475475,0,3,female,22,0,0,7553,9.8375,,S,
476476,0,1,male,47.68335954361678,0,0,110465,52,A14,S,
477477,0,2,male,34,1,0,31027,21,,S,
478478,0,3,male,29,1,0,3460,7.0458,,S,
479479,0,3,male,22,0,0,350060,7.5208,,S,
480480,1,3,female,2,0,1,3101298,12.2875,,S,
481481,0,3,male,9,5,2,CA 2144,46.9,,S,
482482,0,2,male,23.796341311305873,0,0,239854,0,,S,
483483,0,3,male,50,0,0,A/5 3594,8.05,,S,
484484,1,3,female,63,0,0,4134,9.5875,,S,
485485,1,1,male,25,1,0,11967,91.0792,B49,C,
486486,0,3,female,42.57857327294649,3,1,4133,25.4667,,S,
487487,1,1,female,35,1,0,19943,90,C93,S,
488488,0,1,male,58,0,0,11771,29.7,B37,C,
489489,0,3,male,30,0,0,A.5. 18509,8.05,,S,
490490,1,3,male,9,1,1,C.A. 37671,15.9,,S,
491491,0,3,male,17.8991921619729,1,0,65304,19.9667,,S,
492492,0,3,male,21,0,0,SOTON/OQ 3101317,7.25,,S,
493493,0,1,male,55,0,0,113787,30.5,C30,S,
494494,0,1,male,71,0,0,PC 17609,49.5042,,C,
495495,0,3,male,21,0,0,A/4 45380,8.05,,S,
496496,0,3,male,21.318281644439185,0,0,2627,14.4583,,C,
497497,1,1,female,54,1,0,36947,78.2667,D20,C,
498498,0,3,male,38.92736203553836,0,0,C.A. 6212,15.1,,S,
499499,0,1,female,25,1,2,113781,151.55,C22 C26,S,
500500,0,3,male,24,0,0,350035,7.7958,,S,
501501,0,3,male,17,0,0,315086,8.6625,,S,
502502,0,3,female,21,0,0,364846,7.75,,Q,
503503,0,3,female,33.44832304151904,0,0,330909,7.6292,,Q,
504504,0,3,female,37,0,0,4135,9.5875,,S,
505505,1,1,female,16,0,0,110152,86.5,B79,S,
506506,0,1,male,18,1,0,PC 17758,108.9,C65,C,
507507,1,2,female,33,0,2,26360,26,,S,
508508,1,1,male,1.2195651805626397,0,0,111427,26.55,,S,
509509,0,3,male,28,0,0,C 4001,22.525,,S,
510510,1,3,male,26,0,0,1601,56.4958,,S,
511511,1,3,male,29,0,0,382651,7.75,,Q,
512512,0,3,male,9.64888397050187,0,0,SOTON/OQ 3101316,8.05,,S,
513513,1,1,male,36,0,0,PC 17473,26.2875,E25,S,
514514,1,1,female,54,1,0,PC 17603,59.4,,C,
515515,0,3,male,24,0,0,349209,7.4958,,S,
516516,0,1,male,47,0,0,36967,34.0208,D46,S,
517517,1,2,female,34,0,0,C.A. 34260,10.5,F33,S,
518518,0,3,male,3.81027052653193,0,0,371110,24.15,,Q,
519519,1,2,female,36,1,0,226875,26,,S,
520520,0,3,male,32,0,0,349242,7.8958,,S,
521521,1,1,female,30,0,0,12749,93.5,B73,S,
522522,0,3,male,22,0,0,349252,7.8958,,S,
523523,0,3,male,21.67736779688279,0,0,2624,7.225,,C,
524524,1,1,female,44,0,1,111361,57.9792,B18,C,
525525,0,3,male,10.153621665945167,0,0,2700,7.2292,,C,
526526,0,3,male,40.5,0,0,367232,7.75,,Q,
527527,1,2,female,50,0,0,W./C. 14258,10.5,,S,
528528,0,1,male,17.32279014075271,0,0,PC 17483,221.7792,C95,S,
529529,0,3,male,39,0,0,3101296,7.925,,S,
530530,0,2,male,23,2,1,29104,11.5,,S,
531531,1,2,female,2,1,1,26360,26,,S,
532532,0,3,male,18.68990421141245,0,0,2641,7.2292,,C,
533533,0,3,male,17,1,1,2690,7.2292,,C,
534534,1,3,female,30.405562717458633,0,2,2668,22.3583,,C,
535535,0,3,female,30,0,0,315084,8.6625,,S,
536536,1,2,female,7,0,2,F.C.C. 13529,26.25,,S,
537537,0,1,male,45,0,0,113050,26.55,B38,S,
538538,1,1,female,30,0,0,PC 17761,106.425,,C,
539539,0,3,male,45.889464326293286,0,0,364498,14.5,,S,
540540,1,1,female,22,0,2,13568,49.5,B39,C,
541541,1,1,female,36,0,2,WE/P 5735,71,B22,S,
542542,0,3,female,9,4,2,347082,31.275,,S,
543543,0,3,female,11,4,2,347082,31.275,,S,
544544,1,2,male,32,1,0,2908,26,,S,
545545,0,1,male,50,1,0,PC 17761,106.425,C86,C,
546546,0,1,male,64,0,0,693,26,,S,
547547,1,2,female,19,1,0,2908,26,,S,
548548,1,2,male,9.711931110203807,0,0,SC/PARIS 2146,13.8625,,C,
549549,0,3,male,33,1,1,363291,20.525,,S,
550550,1,2,male,8,1,1,C.A. 33112,36.75,,S,
551551,1,1,male,17,0,2,17421,110.8833,C70,C,
552552,0,2,male,27,0,0,244358,26,,S,
553553,0,3,male,8.38315604456421,0,0,330979,7.8292,,Q,
554554,1,3,male,22,0,0,2620,7.225,,C,
555555,1,3,female,22,0,0,347085,7.775,,S,
556556,0,1,male,62,0,0,113807,26.55,,S,
557557,1,1,female,48,1,0,11755,39.6,A16,C,
558558,0,1,male,15.381520230201808,0,0,PC 17757,227.525,,C,
559559,1,1,female,39,1,1,110413,79.65,E67,S,
560560,1,3,female,36,1,0,345572,17.4,,S,
561561,0,3,male,31.234953062102978,0,0,372622,7.75,,Q,
562562,0,3,male,40,0,0,349251,7.8958,,S,
563563,0,2,male,28,0,0,218629,13.5,,S,
564564,0,3,male,1.1083286140000013,0,0,SOTON/OQ 392082,8.05,,S,
565565,0,3,female,28.6989627869617,0,0,SOTON/O.Q. 392087,8.05,,S,
566566,0,3,male,24,2,0,A/4 48871,24.15,,S,
567567,0,3,male,19,0,0,349205,7.8958,,S,
568568,0,3,female,29,0,4,349909,21.075,,S,
569569,0,3,male,9.81824052921391,0,0,2686,7.2292,,C,
570570,1,3,male,32,0,0,350417,7.8542,,S,
571571,1,2,male,62,0,0,S.W./PP 752,10.5,,S,
572572,1,1,female,53,2,0,11769,51.4792,C101,S,
573573,1,1,male,36,0,0,PC 17474,26.3875,E25,S,
574574,1,3,female,19.25043063768279,0,0,14312,7.75,,Q,
575575,0,3,male,16,0,0,A/4. 20589,8.05,,S,
576576,0,3,male,19,0,0,358585,14.5,,S,
577577,1,2,female,34,0,0,243880,13,,S,
578578,1,1,female,39,1,0,13507,55.9,E44,S,
579579,0,3,female,27.52206047014426,1,0,2689,14.4583,,C,
580580,1,3,male,32,0,0,STON/O 2. 3101286,7.925,,S,
581581,1,2,female,25,1,1,237789,30,,S,
582582,1,1,female,39,1,1,17421,110.8833,C68,C,
583583,0,2,male,54,0,0,28403,26,,S,
584584,0,1,male,36,0,0,13049,40.125,A10,C,
585585,0,3,male,11.83651213634635,0,0,3411,8.7125,,C,
586586,1,1,female,18,0,2,110413,79.65,E68,S,
587587,0,2,male,47,0,0,237565,15,,S,
588588,1,1,male,60,1,1,13567,79.2,B41,C,
589589,0,3,male,22,0,0,14973,8.05,,S,
590590,0,3,male,42.68182225251807,0,0,A./5. 3235,8.05,,S,
591591,0,3,male,35,0,0,STON/O 2. 3101273,7.125,,S,
592592,1,1,female,52,1,0,36947,78.2667,D20,C,
593593,0,3,male,47,0,0,A/5 3902,7.25,,S,
594594,0,3,female,5.30502953175035,0,2,364848,7.75,,Q,
595595,0,2,male,37,1,0,SC/AH 29037,26,,S,
596596,0,3,male,36,1,1,345773,24.15,,S,
597597,1,2,female,43.604893629518195,0,0,248727,33,,S,
598598,0,3,male,49,0,0,LINE,0,,S,
599599,0,3,male,15.701538987971254,0,0,2664,7.225,,C,
600600,1,1,male,49,1,0,PC 17485,56.9292,A20,C,
601601,1,2,female,24,2,1,243847,27,,S,
602602,0,3,male,3.4381550237147707,0,0,349214,7.8958,,S,
603603,0,1,male,29.290227443012018,0,0,113796,42.4,,S,
604604,0,3,male,44,0,0,364511,8.05,,S,
605605,1,1,male,35,0,0,111426,26.55,,C,
606606,0,3,male,36,1,0,349910,15.55,,S,
607607,0,3,male,30,0,0,349246,7.8958,,S,
608608,1,1,male,27,0,0,113804,30.5,,S,
609609,1,2,female,22,1,2,SC/Paris 2123,41.5792,,C,
610610,1,1,female,40,0,0,PC 17582,153.4625,C125,S,
611611,0,3,female,39,1,5,347082,31.275,,S,
612612,0,3,male,34.89571437716948,0,0,SOTON/O.Q. 3101305,7.05,,S,
613613,1,3,female,10.798286979839816,1,0,367230,15.5,,Q,
614614,0,3,male,36.54635817138798,0,0,370377,7.75,,Q,
615615,0,3,male,35,0,0,364512,8.05,,S,
616616,1,2,female,24,1,2,220845,65,,S,
617617,0,3,male,34,1,1,347080,14.4,,S,
618618,0,3,female,26,1,0,A/5. 3336,16.1,,S,
619619,1,2,female,4,2,1,230136,39,F4,S,
620620,0,2,male,26,0,0,31028,10.5,,S,
621621,0,3,male,27,1,0,2659,14.4542,,C,
622622,1,1,male,42,1,0,11753,52.5542,D19,S,
623623,1,3,male,20,1,1,2653,15.7417,,C,
624624,0,3,male,21,0,0,350029,7.8542,,S,
625625,0,3,male,21,0,0,54636,16.1,,S,
626626,0,1,male,61,0,0,36963,32.3208,D50,S,
627627,0,2,male,57,0,0,219533,12.35,,Q,
628628,1,1,female,21,0,0,13502,77.9583,D9,S,
629629,0,3,male,26,0,0,349224,7.8958,,S,
630630,0,3,male,30.4656109676204,0,0,334912,7.7333,,Q,
631631,1,1,male,80,0,0,27042,30,A23,S,
632632,0,3,male,51,0,0,347743,7.0542,,S,
633633,1,1,male,32,0,0,13214,30.5,B50,C,
634634,0,1,male,1.4348493354070158,0,0,112052,0,,S,
635635,0,3,female,9,3,2,347088,27.9,,S,
636636,1,2,female,28,0,0,237668,13,,S,
637637,0,3,male,32,0,0,STON/O 2. 3101292,7.925,,S,
638638,0,2,male,31,1,1,C.A. 31921,26.25,,S,
639639,0,3,female,41,0,5,3101295,39.6875,,S,
640640,0,3,male,11.621277731850967,1,0,376564,16.1,,S,
641641,0,3,male,20,0,0,350050,7.8542,,S,
642642,1,1,female,24,0,0,PC 17477,69.3,B35,C,
643643,0,3,female,2,3,2,347088,27.9,,S,
644644,1,3,male,36.46438963946902,0,0,1601,56.4958,,S,
645645,1,3,female,0.75,2,1,2666,19.2583,,C,
646646,1,1,male,48,1,0,PC 17572,76.7292,D33,C,
647647,0,3,male,19,0,0,349231,7.8958,,S,
648648,1,1,male,56,0,0,13213,35.5,A26,C,
649649,0,3,male,43.34556262299879,0,0,S.O./P.P. 751,7.55,,S,
650650,1,3,female,23,0,0,CA. 2314,7.55,,S,
651651,0,3,male,32.31339032218668,0,0,349221,7.8958,,S,
652652,1,2,female,18,0,1,231919,23,,S,
653653,0,3,male,21,0,0,8475,8.4333,,S,
654654,1,3,female,9.498662810413514,0,0,330919,7.8292,,Q,
655655,0,3,female,18,0,0,365226,6.75,,Q,
656656,0,2,male,24,2,0,S.O.C. 14879,73.5,,S,
657657,0,3,male,46.56148209664468,0,0,349223,7.8958,,S,
658658,0,3,female,32,1,1,364849,15.5,,Q,
659659,0,2,male,23,0,0,29751,13,,S,
660660,0,1,male,58,0,2,35273,113.275,D48,C,
661661,1,1,male,50,2,0,PC 17611,133.65,,S,
662662,0,3,male,40,0,0,2623,7.225,,C,
663663,0,1,male,47,0,0,5727,25.5875,E58,S,
664664,0,3,male,36,0,0,349210,7.4958,,S,
665665,1,3,male,20,1,0,STON/O 2. 3101285,7.925,,S,
666666,0,2,male,32,2,0,S.O.C. 14879,73.5,,S,
667667,0,2,male,25,0,0,234686,13,,S,
668668,0,3,male,32.38663067081468,0,0,312993,7.775,,S,
669669,0,3,male,43,0,0,A/5 3536,8.05,,S,
670670,1,1,female,46.84456279640211,1,0,19996,52,C126,S,
671671,1,2,female,40,1,1,29750,39,,S,
672672,0,1,male,31,1,0,F.C. 12750,52,B71,S,
673673,0,2,male,70,0,0,C.A. 24580,10.5,,S,
674674,1,2,male,31,0,0,244270,13,,S,
675675,0,2,male,34.4596789690035,0,0,239856,0,,S,
676676,0,3,male,18,0,0,349912,7.775,,S,
677677,0,3,male,24.5,0,0,342826,8.05,,S,
678678,1,3,female,18,0,0,4138,9.8417,,S,
679679,0,3,female,43,1,6,CA 2144,46.9,,S,
680680,1,1,male,36,0,1,PC 17755,512.3292,B51 B53 B55,C,
681681,0,3,female,47.72346549608914,0,0,330935,8.1375,,Q,
682682,1,1,male,27,0,0,PC 17572,76.7292,D49,C,
683683,0,3,male,20,0,0,6563,9.225,,S,
684684,0,3,male,14,5,2,CA 2144,46.9,,S,
685685,0,2,male,60,1,1,29750,39,,S,
686686,0,2,male,25,1,2,SC/Paris 2123,41.5792,,C,
687687,0,3,male,14,4,1,3101295,39.6875,,S,
688688,0,3,male,19,0,0,349228,10.1708,,S,
689689,0,3,male,18,0,0,350036,7.7958,,S,
690690,1,1,female,15,0,1,24160,211.3375,B5,S,
691691,1,1,male,31,1,0,17474,57,B20,S,
692692,1,3,female,4,0,1,349256,13.4167,,C,
693693,1,3,male,37.78855313508181,0,0,1601,56.4958,,S,
694694,0,3,male,25,0,0,2672,7.225,,C,
695695,0,1,male,60,0,0,113800,26.55,,S,
696696,0,2,male,52,0,0,248731,13.5,,S,
697697,0,3,male,44,0,0,363592,8.05,,S,
698698,1,3,female,25.833257645348045,0,0,35852,7.7333,,Q,
699699,0,1,male,49,1,1,17421,110.8833,C68,C,
700700,0,3,male,42,0,0,348121,7.65,F G63,S,
701701,1,1,female,18,1,0,PC 17757,227.525,C62 C64,C,
702702,1,1,male,35,0,0,PC 17475,26.2875,E24,S,
703703,0,3,female,18,0,1,2691,14.4542,,C,
704704,0,3,male,25,0,0,36864,7.7417,,Q,
705705,0,3,male,26,1,0,350025,7.8542,,S,
706706,0,2,male,39,0,0,250655,26,,S,
707707,1,2,female,45,0,0,223596,13.5,,S,
708708,1,1,male,42,0,0,PC 17476,26.2875,E24,S,
709709,1,1,female,22,0,0,113781,151.55,,S,
710710,1,3,male,7.850169201238877,1,1,2661,15.2458,,C,
711711,1,1,female,24,0,0,PC 17482,49.5042,C90,C,
712712,0,1,male,20.408950162160405,0,0,113028,26.55,C124,S,
713713,1,1,male,48,1,0,19996,52,C126,S,
714714,0,3,male,29,0,0,7545,9.4833,,S,
715715,0,2,male,52,0,0,250647,13,,S,
716716,0,3,male,19,0,0,348124,7.65,F G73,S,
717717,1,1,female,38,0,0,PC 17757,227.525,C45,C,
718718,1,2,female,27,0,0,34218,10.5,E101,S,
719719,0,3,male,10.431444799308423,0,0,36568,15.5,,Q,
720720,0,3,male,33,0,0,347062,7.775,,S,
721721,1,2,female,6,0,1,248727,33,,S,
722722,0,3,male,17,1,0,350048,7.0542,,S,
723723,0,2,male,34,0,0,12233,13,,S,
724724,0,2,male,50,0,0,250643,13,,S,
725725,1,1,male,27,1,0,113806,53.1,E8,S,
726726,0,3,male,20,0,0,315094,8.6625,,S,
727727,1,2,female,30,3,0,31027,21,,S,
728728,1,3,female,25.84585030150927,0,0,36866,7.7375,,Q,
729729,0,2,male,25,1,0,236853,26,,S,
730730,0,3,female,25,1,0,STON/O2. 3101271,7.925,,S,
731731,1,1,female,29,0,0,24160,211.3375,B5,S,
732732,0,3,male,11,0,0,2699,18.7875,,C,
733733,0,2,male,47.89961428098245,0,0,239855,0,,S,
734734,0,2,male,23,0,0,28425,13,,S,
735735,0,2,male,23,0,0,233639,13,,S,
736736,0,3,male,28.5,0,0,54636,16.1,,S,
737737,0,3,female,48,1,3,W./C. 6608,34.375,,S,
738738,1,1,male,35,0,0,PC 17755,512.3292,B101,C,
739739,0,3,male,23.42708771972854,0,0,349201,7.8958,,S,
740740,0,3,male,18.9896195987497,0,0,349218,7.8958,,S,
741741,1,1,male,49.68845431675004,0,0,16988,30,D45,S,
742742,0,1,male,36,1,0,19877,78.85,C46,S,
743743,1,1,female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,
744744,0,3,male,24,1,0,376566,16.1,,S,
745745,1,3,male,31,0,0,STON/O 2. 3101288,7.925,,S,
746746,0,1,male,70,1,1,WE/P 5735,71,B22,S,
747747,0,3,male,16,1,1,C.A. 2673,20.25,,S,
748748,1,2,female,30,0,0,250648,13,,S,
749749,0,1,male,19,1,0,113773,53.1,D30,S,
750750,0,3,male,31,0,0,335097,7.75,,Q,
751751,1,2,female,4,1,1,29103,23,,S,
752752,1,3,male,6,0,1,392096,12.475,E121,S,
753753,0,3,male,33,0,0,345780,9.5,,S,
754754,0,3,male,23,0,0,349204,7.8958,,S,
755755,1,2,female,48,1,2,220845,65,,S,
756756,1,2,male,0.67,1,1,250649,14.5,,S,
757757,0,3,male,28,0,0,350042,7.7958,,S,
758758,0,2,male,18,0,0,29108,11.5,,S,
759759,0,3,male,34,0,0,363294,8.05,,S,
760760,1,1,female,33,0,0,110152,86.5,B77,S,
761761,0,3,male,2.9032877707866476,0,0,358585,14.5,,S,
762762,0,3,male,41,0,0,SOTON/O2 3101272,7.125,,S,
763763,1,3,male,20,0,0,2663,7.2292,,C,
764764,1,1,female,36,1,2,113760,120,B96 B98,S,
765765,0,3,male,16,0,0,347074,7.775,,S,
766766,1,1,female,51,1,0,13502,77.9583,D11,S,
767767,0,1,male,26.704193676007165,0,0,112379,39.6,,C,
768768,0,3,female,30.5,0,0,364850,7.75,,Q,
769769,0,3,male,10.722822822330095,1,0,371110,24.15,,Q,
770770,0,3,male,32,0,0,8471,8.3625,,S,
771771,0,3,male,24,0,0,345781,9.5,,S,
772772,0,3,male,48,0,0,350047,7.8542,,S,
773773,0,2,female,57,0,0,S.O./P.P. 3,10.5,E77,S,
774774,0,3,male,0.276149091087845,0,0,2674,7.225,,C,
775775,1,2,female,54,1,3,29105,23,,S,
776776,0,3,male,18,0,0,347078,7.75,,S,
777777,0,3,male,15.335602340661637,0,0,383121,7.75,F38,Q,
778778,1,3,female,5,0,0,364516,12.475,,S,
779779,0,3,male,38.82582474336519,0,0,36865,7.7375,,Q,
780780,1,1,female,43,0,1,24160,211.3375,B3,S,
781781,1,3,female,13,0,0,2687,7.2292,,C,
782782,1,1,female,17,1,0,17474,57,B20,S,
783783,0,1,male,29,0,0,113501,30,D6,S,
784784,0,3,male,42.738104040469565,1,2,W./C. 6607,23.45,,S,
785785,0,3,male,25,0,0,SOTON/O.Q. 3101312,7.05,,S,
786786,0,3,male,25,0,0,374887,7.25,,S,
787787,1,3,female,18,0,0,3101265,7.4958,,S,
788788,0,3,male,8,4,1,382652,29.125,,Q,
789789,1,3,male,1,1,2,C.A. 2315,20.575,,S,
790790,0,1,male,46,0,0,PC 17593,79.2,B82 B84,C,
791791,0,3,male,44.107978837211284,0,0,12460,7.75,,Q,
792792,0,2,male,16,0,0,239865,26,,S,
793793,0,3,female,33.180419446580274,8,2,CA. 2343,69.55,,S,
794794,0,1,male,46.78693775878729,0,0,PC 17600,30.6958,,C,
795795,0,3,male,25,0,0,349203,7.8958,,S,
796796,0,2,male,39,0,0,28213,13,,S,
797797,1,1,female,49,0,0,17465,25.9292,D17,S,
798798,1,3,female,31,0,0,349244,8.6833,,S,
799799,0,3,male,30,0,0,2685,7.2292,,C,
800800,0,3,female,30,1,1,345773,24.15,,S,
801801,0,2,male,34,0,0,250647,13,,S,
802802,1,2,female,31,1,1,C.A. 31921,26.25,,S,
803803,1,1,male,11,1,2,113760,120,B96 B98,S,
804804,1,3,male,0.42,0,1,2625,8.5167,,C,
805805,1,3,male,27,0,0,347089,6.975,,S,
806806,0,3,male,31,0,0,347063,7.775,,S,
807807,0,1,male,39,0,0,112050,0,A36,S,
808808,0,3,female,18,0,0,347087,7.775,,S,
809809,0,2,male,39,0,0,248723,13,,S,
810810,1,1,female,33,1,0,113806,53.1,E8,S,
811811,0,3,male,26,0,0,3474,7.8875,,S,
812812,0,3,male,39,0,0,A/4 48871,24.15,,S,
813813,0,2,male,35,0,0,28206,10.5,,S,
814814,0,3,female,6,4,2,347082,31.275,,S,
815815,0,3,male,30.5,0,0,364499,8.05,,S,
816816,0,1,male,41.70233281792697,0,0,112058,0,B102,S,
817817,0,3,female,23,0,0,STON/O2. 3101290,7.925,,S,
818818,0,2,male,31,1,1,S.C./PARIS 2079,37.0042,,C,
819819,0,3,male,43,0,0,C 7075,6.45,,S,
820820,0,3,male,10,3,2,347088,27.9,,S,
821821,1,1,female,52,1,1,12749,93.5,B69,S,
822822,1,3,male,27,0,0,315098,8.6625,,S,
823823,0,1,male,38,0,0,19972,0,,S,
824824,1,3,female,27,0,1,392096,12.475,E121,S,
825825,0,3,male,2,4,1,3101295,39.6875,,S,
826826,0,3,male,29.885302467451368,0,0,368323,6.95,,Q,
827827,0,3,male,24.936370937975035,0,0,1601,56.4958,,S,
828828,1,2,male,1,0,2,S.C./PARIS 2079,37.0042,,C,
829829,1,3,male,26.55661909244075,0,0,367228,7.75,,Q,
830830,1,1,female,62,0,0,113572,80,B28,,
831831,1,3,female,15,1,0,2659,14.4542,,C,
832832,1,2,male,0.83,1,1,29106,18.75,,S,
833833,0,3,male,27.06126106385186,0,0,2671,7.2292,,C,
834834,0,3,male,23,0,0,347468,7.8542,,S,
835835,0,3,male,18,0,0,2223,8.3,,S,
836836,1,1,female,39,1,1,PC 17756,83.1583,E49,C,
837837,0,3,male,21,0,0,315097,8.6625,,S,
838838,0,3,male,31.83203661624821,0,0,392092,8.05,,S,
839839,1,3,male,32,0,0,1601,56.4958,,S,
840840,1,1,male,17.0593814202174,0,0,11774,29.7,C47,C,
841841,0,3,male,20,0,0,SOTON/O2 3101287,7.925,,S,
842842,0,2,male,16,0,0,S.O./P.P. 3,10.5,,S,
843843,1,1,female,30,0,0,113798,31,,C,
844844,0,3,male,34.5,0,0,2683,6.4375,,C,
845845,0,3,male,17,0,0,315090,8.6625,,S,
846846,0,3,male,42,0,0,C.A. 5547,7.55,,S,
847847,0,3,male,13.829423986478723,8,2,CA. 2343,69.55,,S,
848848,0,3,male,35,0,0,349213,7.8958,,C,
849849,0,2,male,28,0,1,248727,33,,S,
850850,1,1,female,33.03247205561213,1,0,17453,89.1042,C92,C,
851851,0,3,male,4,4,2,347082,31.275,,S,
852852,0,3,male,74,0,0,347060,7.775,,S,
853853,0,3,female,9,1,1,2678,15.2458,,C,
854854,1,1,female,16,0,1,PC 17592,39.4,D28,S,
855855,0,2,female,44,1,0,244252,26,,S,
856856,1,3,female,18,0,1,392091,9.35,,S,
857857,1,1,female,45,1,1,36928,164.8667,,S,
858858,1,1,male,51,0,0,113055,26.55,E17,S,
859859,1,3,female,24,0,3,2666,19.2583,,C,
860860,0,3,male,32.3518901886736,0,0,2629,7.2292,,C,
861861,0,3,male,41,2,0,350026,14.1083,,S,
862862,0,2,male,21,1,0,28134,11.5,,S,
863863,1,1,female,48,0,0,17466,25.9292,D17,S,
864864,0,3,female,6.513827420392886,8,2,CA. 2343,69.55,,S,
865865,0,2,male,24,0,0,233866,13,,S,
866866,1,2,female,42,0,0,236852,13,,S,
867867,1,2,female,27,1,0,SC/PARIS 2149,13.8583,,C,
868868,0,1,male,31,0,0,PC 17590,50.4958,A24,S,
869869,0,3,male,5.2196028478573595,0,0,345777,9.5,,S,
870870,1,3,male,4,1,1,347742,11.1333,,S,
871871,0,3,male,26,0,0,349248,7.8958,,S,
872872,1,1,female,47,1,1,11751,52.5542,D35,S,
873873,0,1,male,33,0,0,695,5,B51 B53 B55,S,
874874,0,3,male,47,0,0,345765,9,,S,
875875,1,2,female,28,1,0,P/PP 3381,24,,C,
876876,1,3,female,15,0,0,2667,7.225,,C,
877877,0,3,male,20,0,0,7534,9.8458,,S,
878878,0,3,male,19,0,0,349212,7.8958,,S,
879879,0,3,male,28.401523702393018,0,0,349217,7.8958,,S,
880880,1,1,female,56,0,1,11767,83.1583,C50,C,
881881,1,2,female,25,0,1,230433,26,,S,
882882,0,3,male,33,0,0,349257,7.8958,,S,
883883,0,3,female,22,0,0,7552,10.5167,,S,
884884,0,2,male,28,0,0,C.A./SOTON 34068,10.5,,S,
885885,0,3,male,25,0,0,SOTON/OQ 392076,7.05,,S,
886886,0,3,female,39,0,5,382652,29.125,,Q,
887887,0,2,male,27,0,0,211536,13,,S,
888888,1,1,female,19,0,0,112053,30,B42,S,
889889,0,3,female,49.63703769978917,1,2,W./C. 6607,23.45,,S,
890890,1,1,male,26,0,0,111369,30,C148,C,
891891,0,3,male,32,0,0,370376,7.75,,Q,
